created_at,entry_id,motion detection,x-axis,y-axis,z-axis,total vibration,status_vibration,status_motion,Status_Error,IR SENSOR ERROR,VIBRATION SENSOR ERROR,FINAL ERROR STATUS
2025-06-09T14:49:14+05:30,30,0,-2.494584687,2.00052615,8.593296138,0.627344899,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:49:31+05:30,31,1,-2.530085331,1.862125411,8.668230296,0.621928823,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:49:46+05:30,32,0,-2.537386091,1.781509851,8.629016783,0.527314283,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:50:03+05:30,33,0,-2.660674861,1.885585898,8.528822392,0.6652806,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:50:19+05:30,34,1,-2.752885546,1.918985467,8.521282287,0.684883714,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:50:35+05:30,35,0,-2.618872754,1.779816272,8.481265396,0.748430922,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:50:50+05:30,36,0,-2.681042182,1.96195584,8.361523654,0.825336368,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:51:05+05:30,37,1,-2.83955682,1.713885041,8.57342637,0.603217554,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:51:20+05:30,38,0,-2.917983506,1.672320588,8.641302359,0.597401222,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:51:37+05:30,39,0,-2.946409302,1.608449154,8.558161788,0.607525346,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:51:52+05:30,40,1,-2.880156938,1.711419831,8.479671145,0.629156112,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:52:10+05:30,41,0,-2.843076671,1.661043613,8.657479195,0.590061359,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:52:27+05:30,42,0,-2.781431586,1.629820982,8.649072704,0.626348621,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:52:42+05:30,43,1,-2.975782414,1.620915954,8.445386865,0.620200844,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:52:58+05:30,44,0,-2.975055185,1.609262163,8.51448539,0.659299848,,,,ERROR,NO ERROR,ERROR
2025-06-09T14:53:15+05:30,45,0,-2.9839261,1.627536123,8.444851261,0.683779983,,,,ERROR,NO ERROR,ERROR
2025-06-09T14:53:32+05:30,46,0,-2.94599221,1.588802987,8.473174361,0.677719071,,,,ERROR,NO ERROR,ERROR
2025-06-09T14:53:47+05:30,47,0,-2.933031939,1.651704173,8.524711206,0.665173223,,,,ERROR,NO ERROR,ERROR
2025-06-09T14:54:03+05:30,48,0,-2.797143889,1.661501338,8.45827961,0.704254796,,,,ERROR,ERROR,ERROR
2025-06-09T14:54:21+05:30,49,0,-2.952819086,1.751689296,8.380811717,0.715657475,,,,ERROR,ERROR,ERROR
2025-06-09T14:54:37+05:30,50,0,-3.018152008,1.552205218,8.385472947,0.731377489,,,,ERROR,ERROR,ERROR
2025-06-09T14:54:52+05:30,51,1,-2.923795802,1.656544012,8.424190404,0.698161057,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:55:15+05:30,52,0,-2.929254114,1.721676448,8.39840889,0.721015951,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:55:47+05:30,53,0,-2.9038461,1.800313218,8.436641085,0.698895476,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:56:04+05:30,54,1,-2.739416186,1.908702828,8.454212001,0.653486926,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:56:19+05:30,55,0,-2.658450024,1.94138345,8.504102603,0.71298727,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:56:35+05:30,56,0,-2.713435994,1.849517949,8.564362308,0.677282806,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:56:50+05:30,57,1,-2.821960876,1.953628619,8.510997338,0.630143569,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:57:06+05:30,58,0,-2.775460619,1.88095095,8.511970225,0.628270447,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:57:22+05:30,59,0,-2.753436828,1.934749407,8.534984256,0.633209792,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:57:38+05:30,60,1,-2.721222744,1.907211546,8.513600114,0.714250621,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:57:53+05:30,61,0,-2.843958712,2.007916346,8.493797763,0.632799215,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:58:09+05:30,62,0,-2.769282949,1.89380027,8.577134121,0.615438458,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:58:24+05:30,63,1,-2.815316749,1.8969378,8.574112448,0.627466971,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:58:41+05:30,64,0,-2.839810331,1.89396632,8.378116879,0.716247564,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:58:58+05:30,65,0,-2.799373709,1.978468041,8.473457803,0.713854703,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:59:14+05:30,66,1,-2.712187999,1.839314275,8.524364542,0.644842637,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:59:31+05:30,67,0,-2.753600506,1.894438697,8.501835695,0.644627605,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:59:48+05:30,68,0,-2.729823355,1.814804618,8.481896892,0.691808441,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:00:04+05:30,69,1,-2.711918199,1.843223503,8.47416645,0.737157069,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:00:20+05:30,70,0,-2.792255988,2.011804659,8.509534309,0.646773746,,,,ERROR,NO ERROR,ERROR
2025-06-09T15:00:37+05:30,71,1,-0.72193022,5.644565506,7.453648902,0.52058915,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:00:52+05:30,72,0,-2.023098172,2.000456906,8.718193625,0.747446308,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:01:08+05:30,73,0,-1.741791302,2.595384362,8.620700698,0.557139614,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:01:24+05:30,74,1,-2.171767817,2.084179578,8.48094777,0.726403164,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:01:40+05:30,75,0,-2.700987255,1.770654885,8.57519093,0.698706228,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:01:56+05:30,76,0,-2.708904875,1.637085846,8.656078125,0.611457482,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:02:12+05:30,77,1,-3.105647647,1.605966477,8.628456681,0.50146394,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:02:30+05:30,78,0,-2.764950368,1.679665892,8.382663033,0.89699514,,,,ERROR,ERROR,ERROR
2025-06-09T15:02:45+05:30,79,0,-2.585411961,1.859602456,8.57306971,0.61383415,,,,ERROR,NO ERROR,ERROR
2025-06-09T15:03:01+05:30,80,0,-3.029378446,1.684544177,8.634645931,0.548325641,,,,ERROR,NO ERROR,ERROR
2025-06-09T15:03:17+05:30,81,1,-3.230983594,1.426677045,8.409706959,0.637609077,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:03:35+05:30,82,0,-3.072144371,1.232376508,8.565968895,0.682129403,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:03:51+05:30,83,0,-1.766105298,2.145405434,8.659625768,0.793573894,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:04:07+05:30,84,1,-3.065913511,1.617835116,8.471667171,0.644584296,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:04:23+05:30,85,0,-3.69042468,0.600700527,8.382522143,0.622061894,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:04:39+05:30,86,0,-2.975087852,1.613438352,8.522979394,0.642989294,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:04:55+05:30,87,1,-2.944229894,1.528189731,8.450643468,0.729703798,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:05:16+05:30,88,1,-2.923562445,1.655399566,8.377729439,0.775295506,,,,ERROR,ERROR,ERROR
2025-06-09T15:05:32+05:30,89,1,-3.04648801,1.61483167,8.481269421,0.665507815,,,,ERROR,NO ERROR,ERROR
2025-06-09T15:05:48+05:30,90,1,-3.024336628,1.47235547,8.394016342,0.636965711,,,,ERROR,NO ERROR,ERROR
2025-06-09T15:06:04+05:30,91,1,-2.965146123,1.67942893,8.439308113,0.710667185,,,,ERROR,ERROR,ERROR
2025-06-09T15:06:20+05:30,92,1,-2.98156775,1.784649976,8.325513611,0.76678937,,,,ERROR,ERROR,ERROR
2025-06-09T15:06:37+05:30,93,1,-3.015102655,1.669696454,8.405343859,0.734363894,,,,ERROR,ERROR,ERROR
2025-06-09T15:06:54+05:30,94,1,-3.806383107,2.091924539,7.3321816,1.381147366,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:07:10+05:30,95,0,-3.469605408,0.814091468,8.357174655,0.68744394,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:07:27+05:30,96,0,-3.403175747,0.835055517,8.450660259,0.713698265,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:07:44+05:30,97,1,-3.415193986,0.985953824,8.386051853,0.668565079,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:07:59+05:30,98,0,-3.396947236,0.855486273,8.466011992,0.62665215,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:08:17+05:30,99,0,-3.369744327,0.843369616,8.519518595,0.658662561,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:08:34+05:30,100,1,-3.601729357,0.77608489,8.407002565,0.645545586,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:08:49+05:30,101,0,-3.480768537,0.836595477,8.39853065,0.731303439,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:09:07+05:30,102,0,-3.481032266,0.989602117,8.528409233,0.619052335,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:09:24+05:30,103,1,-3.497135726,0.811252012,8.473434581,0.571673582,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:09:41+05:30,104,0,-3.440113863,0.862212742,8.389388163,0.663261586,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:09:57+05:30,105,0,-3.398064286,0.836825492,8.375742474,0.677192499,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:10:14+05:30,106,1,-3.419797457,0.765076601,8.408729474,0.646152253,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:10:30+05:30,107,0,-3.255690705,0.871409058,8.567454721,0.68950866,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:10:45+05:30,108,0,-3.391271109,0.84954405,8.502233979,0.687044054,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:11:01+05:30,109,1,-3.34712248,0.944294778,8.372446282,0.678481337,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:11:17+05:30,110,0,-3.333722296,0.933734912,8.403877102,0.650788941,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:11:34+05:30,111,0,-3.495938561,0.848748652,8.504093303,0.59128181,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:11:49+05:30,112,1,-3.421325694,0.880888315,8.51736324,0.573683684,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:12:05+05:30,113,0,-3.37698849,0.869510377,8.437444192,0.715620185,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:12:21+05:30,114,0,-3.306837894,0.847890515,8.35725221,0.677348087,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:12:37+05:30,115,1,-3.359618048,0.850517631,8.403727287,0.720252748,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:12:53+05:30,116,0,-3.354922633,0.844408188,8.496393976,0.626836923,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:13:09+05:30,117,0,-3.431735588,0.816744317,8.37429465,0.774861859,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:13:24+05:30,118,1,-3.488433902,0.904738765,8.299034981,0.716158325,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:13:39+05:30,119,0,-3.352858859,0.85952439,8.488510018,0.586371019,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:13:55+05:30,120,0,-3.372403348,0.860651435,8.327429678,0.71787326,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:14:11+05:30,121,1,-3.290448403,0.852832496,8.438760571,0.71991163,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:14:29+05:30,122,0,-3.495469373,0.906484638,8.68926295,0.574063452,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:14:46+05:30,123,0,-3.249860284,0.876475061,8.448374083,0.657239419,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:15:01+05:30,124,1,-3.480092553,0.854325082,8.414323516,0.634272491,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:15:17+05:30,125,0,-3.360657145,0.893223721,8.456090075,0.677559304,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:15:33+05:30,126,0,-3.190477219,0.731226672,8.464134394,0.711654752,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:15:50+05:30,127,1,-3.479526816,0.84303323,8.411004725,0.699937472,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:16:06+05:30,128,0,-3.368314886,0.892795622,8.49034253,0.681395429,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:16:22+05:30,129,0,-3.205017432,1.029515263,8.592827178,0.636006049,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:16:38+05:30,130,1,-3.355173783,1.159996436,8.153455578,0.823677123,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:16:56+05:30,131,1,-3.337533172,1.266537542,8.513681604,0.647160284,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:17:15+05:30,132,0,-3.246571851,1.300938093,8.403680944,0.653436075,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:17:50+05:30,133,0,-3.323115186,1.199327856,8.487775632,0.609630243,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:18:11+05:30,134,1,-3.246320378,1.274536307,8.424065674,0.652901275,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:18:29+05:30,135,1,-3.225971212,1.187433373,8.399131659,0.735863514,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:22:33+05:30,136,0,-3.14250328,1.163145701,8.425245504,0.687558857,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:22:49+05:30,137,0,-3.299162665,1.169329867,8.478790836,0.680843032,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:23:11+05:30,138,1,-3.216103076,1.174876516,8.535922722,0.656812755,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:23:38+05:30,139,0,-3.199324139,1.180591159,8.337714131,0.712588345,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:23:57+05:30,140,0,-3.331543216,1.288520811,8.432746706,0.643039058,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:24:12+05:30,141,1,-3.198627003,1.228028699,8.364521007,0.705706386,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:24:29+05:30,142,0,-3.134642862,1.230152301,8.457074754,0.620425598,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:24:44+05:30,143,0,-3.410374162,1.191846908,8.419149147,0.666433571,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:25:00+05:30,144,1,-3.240768307,1.319532314,8.374575861,0.723361196,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:25:18+05:30,145,0,-3.22700586,1.257477707,8.541335824,0.67009703,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:25:39+05:30,146,0,-3.200908856,1.105755102,8.501647991,0.646369937,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:25:55+05:30,147,1,-3.311847536,1.102303943,8.311119125,0.686458699,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:26:11+05:30,148,0,-3.346022831,1.226715996,8.4517613,0.633569533,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:26:30+05:30,149,0,-3.223902922,1.141656065,8.471069165,0.728577154,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:26:45+05:30,150,1,-3.255150766,1.20876173,8.554422139,0.630517357,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:27:03+05:30,151,0,-3.257475357,1.151494349,8.400700834,0.628281447,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:27:20+05:30,152,0,-3.19267759,1.149900978,8.336003781,0.706582136,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:27:37+05:30,153,1,-3.254001236,1.217073136,8.553548259,0.695056853,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:27:56+05:30,154,0,-3.238387315,1.267957758,8.449480709,0.671035508,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:28:12+05:30,155,0,-3.265346376,1.23117448,8.416585363,0.626154993,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:28:28+05:30,156,1,-3.315717571,1.090447885,8.446731454,0.640621537,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:28:44+05:30,157,0,-3.136711274,1.222687778,8.238212613,0.752068763,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:29:02+05:30,158,0,-3.196308354,1.2395902,8.490168775,0.680841521,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:29:19+05:30,159,1,-3.279565175,1.206054422,8.456391059,0.675547169,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:29:37+05:30,160,0,-3.25717232,1.209167996,8.476213507,0.66955442,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:30:01+05:30,161,0,-3.308734084,1.199234508,8.389305202,0.686441646,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:30:18+05:30,162,1,-3.22064577,1.248964575,8.444284358,0.66977816,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:30:37+05:30,163,0,-3.232070221,1.275979018,8.413728769,0.623739713,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:30:54+05:30,164,0,-3.251034116,1.141346553,8.512769188,0.646465598,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:31:10+05:30,165,1,-3.171831194,1.309828575,8.425232684,0.66451523,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:31:26+05:30,166,0,-3.279360954,1.252073521,8.419594958,0.650352265,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:31:43+05:30,167,0,-3.208896992,1.198634773,8.38020923,0.670492679,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:31:58+05:30,168,1,-3.145160351,1.183336602,8.402556812,0.766070159,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:32:19+05:30,169,0,-3.292269406,1.257835887,8.522922556,0.633294055,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:32:59+05:30,170,0,-3.277686808,1.135759864,8.408268972,0.698941583,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:33:22+05:30,171,1,-3.304475721,1.251352697,8.3319119,0.780036497,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:33:38+05:30,172,0,-3.290790514,1.325585424,8.417570429,0.620048583,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:33:56+05:30,173,0,-3.273855085,1.141404943,8.405016168,0.67435993,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:34:12+05:30,174,1,-3.252942401,1.16932193,8.477489769,0.604805938,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:34:28+05:30,175,0,-3.21616546,1.333558516,8.621039655,0.594578629,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:34:43+05:30,176,0,-3.248640838,1.179533816,8.284401649,0.759430848,,,,NO ERROR,ERROR,ERROR
2025-06-09T15:36:23+05:30,177,1,-3.229349905,1.156546363,8.543208862,0.623377102,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:36:49+05:30,178,0,-3.137323296,1.321995234,8.489842939,0.655431123,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:37:04+05:30,179,0,-3.283232842,1.199719223,8.45403182,0.62848824,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:37:23+05:30,180,1,-3.053991542,1.361300486,8.567931024,0.648278606,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T15:37:38+05:30,181,1,-3.278716633,1.003896294,8.508605274,0.626993591,,,,ERROR,NO ERROR,ERROR
2025-06-09T14:40:53+05:30,1,1,-8.192857878,-1.72439557,4.26945796,0.443466076,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:41:12+05:30,2,0,-8.353544625,-1.852134589,4.277343967,0.239148446,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:41:31+05:30,3,0,-8.245876379,-2.270285746,4.061178444,0.326555325,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:41:50+05:30,4,1,-8.201173139,-1.892895231,4.234823462,0.419287397,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:42:09+05:30,5,0,-8.164299975,-2.025035371,4.158716136,0.358988961,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:42:27+05:30,6,0,-8.226338119,-2.034912936,4.01403764,0.366327166,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:42:42+05:30,7,1,-8.093641446,-1.83192444,4.169850968,0.482295026,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:43:02+05:30,8,0,-8.192339686,-1.898399793,4.249998072,0.393621255,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:43:36+05:30,9,0,-8.165742361,-1.647670894,4.446823771,0.456065561,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:43:51+05:30,10,1,-7.332325748,-0.297001393,5.581871907,0.641723316,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:44:06+05:30,11,0,-5.92718006,0.396114232,6.437134917,0.981751724,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:44:25+05:30,12,0,-6.159295313,-0.039330638,6.837858831,0.595143979,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:44:41+05:30,13,1,-7.172286939,-1.213173233,5.892901137,0.485186697,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:44:57+05:30,14,0,-6.951340954,-0.198266078,6.012421544,0.630157604,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:45:13+05:30,15,0,-5.940734131,0.009234015,6.937655533,0.563487779,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:45:28+05:30,16,1,-0.384192872,6.532643686,6.919664985,0.206713296,,,,NO ERROR,NO ERROR,NO ERROR
2025-06-09T14:45:45+05:30,17,0,-3.372313745,2.241419298,8.070564185,0.764241867,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:46:01+05:30,18,0,-1.377089564,4.540020695,7.640003948,0.860132826,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:46:17+05:30,19,1,-0.927148515,3.547155286,8.275404878,0.699682423,,,,NO ERROR,ERROR,ERROR
2025-06-09T14:46:33+05:30,20,0,0.157889368,2.617654451,8.556172365,0.722229149,,,,NO ERROR,ERROR,ERROR
